Product_Name|Product_Varietal|Product_Origin|Product_Price|Product_Attributes|User_Avg_Rating|User_Rating_Count|Product_Vintage|Critical_Avg_Rating|Critical_Rating_Count|Appellation_Level
Chateau de Nalys Chateauneuf-du-Pape Grand Vin |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|119.99|Red Wine|0.0|0|2018|94.5|6|3
d'Arenberg The Dead Arm Shiraz |Syrah/Shiraz|McLaren Vale, South Australia, Australia|64.99|Red Wine|4.1|19|2017|93.4|5|3
Chateau Smith Haut Lafitte Le Petit (Futures Pre-Sale) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|29.99|Red Wine|0.0|0|2020|93.2|5|3
Chateau Laroque (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|29.99|Red Wine|0.0|0|2021|94.0|5|3
Chateau Labegorce (Futures Pre-Sale) |Bordeaux Red Blends|Margaux, Bordeaux, France|29.99|Red Wine|0.0|0|2020|93.0|5|3
Chateau D'Arsac |Bordeaux Red Blends|Margaux, Bordeaux, France|29.99|Red Wine|3.9|10|2019|92.0|3|3
Alvaro Palacios Camins del Priorat |Other Red Blends|Priorat, Spain|27.99|Red Wine|0.0|0|2021|91.66666666666667|3|2
Argiano Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|90.99|Red Wine|4.5|14|2017|93.0|5|3
Chateau Canon |Bordeaux Red Blends|St. Emilion, Bordeaux, France|123.99|Red Wine|4.5|14|2010|95.0|4|3
Castello Romitorio Brunello di Montalcino Riserva |Sangiovese|Montalcino, Tuscany, Italy|219.99|Red Wine|0.0|0|2016|95.75|4|3
Chateau Grand-Puy-Lacoste |Bordeaux Red Blends|Pauillac, Bordeaux, France|114.99|Red Wine|4.3|18|2015|93.42857142857143|7|3
Luigi Baudana Barolo Baudana |Nebbiolo|Barolo, Piedmont, Italy|109.99|Red Wine|0.0|0|2018|93.0|4|3
Chateau Haut-Bailly (. Liter Magnum) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|234.99|Red Wine|0.0|0|2019|97.16666666666667|6|3
Joseph Drouhin Cote de Beaune Blanc |Chardonnay|Cote de Beaune, Cote d'Or, Burgundy, France|69.99|White Wine|0.0|0|2020|91.66666666666667|3|4
Chateau Les Carmes Haut Brion (. Liter Magnum Futures Pre-Sale) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|236.99|Red Wine|0.0|0|2021|96.6|5|3
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso |Sangiovese|Montalcino, Tuscany, Italy|100.99|Red Wine|4.8|8|2017|92.8|5|3
Newton Unfiltered Chardonnay |Chardonnay|Napa Valley, California, United States|53.99|White Wine|4.5|12|2018|93.0|3|3
Bodegas y Vinedos Alion |Tempranillo|Ribera del Duero, Spain|129.99|Red Wine|4.2|6|2018|94.16666666666667|6|2
Chateau Fontenil (ML half-bottle) |Bordeaux Red Blends|Fronsac, Bordeaux, France|14.99|Red Wine|3.9|14|2019|92.25|4|3
Chateau d'Aiguilhe (Futures Pre-Sale) |Bordeaux Red Blends|Cotes de Castillon, Bordeaux, France|19.99|Red Wine|0.0|0|2021|91.5|4|3
Chateau Lilian Ladouys (Futures Pre-Sale) |Bordeaux Red Blends|St. Estephe, Bordeaux, France|19.99|Red Wine|0.0|0|2021|91.66666666666667|3|3
Chateau Clos du Roy |Bordeaux Red Blends|Fronsac, Bordeaux, France|19.99|Red Wine|3.8|10|2019|91.66666666666667|3|3
Chateau Les Grands Chenes |Bordeaux Red Blends|Medoc, Bordeaux, France|19.99|Red Wine|3.7|11|2019|90.75|4|3
Robert Mondavi Napa Valley Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|50.99|Red Wine|4.3|23|2019|91.5|4|3
Caparzo Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|51.99|Red Wine|4.3|20|2017|91.4|5|3
Chateau Lynch-Bages (Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|134.99|Red Wine|0.0|0|2020|97.0|8|3
Dow's Vintage Port |Port|Douro, Portugal|119.99|Collectible|4.6|5|2017|96.33333333333333|6|2
Chateau Canon |Bordeaux Red Blends|St. Emilion, Bordeaux, France|119.99|Red Wine|4.2|5|2017|95.33333333333333|6|3
Chateau Haut-Bailly |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|114.99|Red Wine|4.2|23|2012|94.33333333333333|6|3
Chateau Branaire-Ducru |Bordeaux Red Blends|St-Julien, Bordeaux, France|121.99|Red Wine|4.3|39|2009|94.4|5|3
Chateau Branaire-Ducru (Futures Pre-Sale) |Bordeaux Red Blends|St-Julien, Bordeaux, France|49.99|Red Wine|0.0|0|2020|94.14285714285714|7|3
Charles Heidsieck Vintage Brut |Vintage Sparkling Wine|Champagne, France|119.99|Sparkling & Champagne|5.0|29|2012|94.25|4|2
Morlet Passionnement Cabernet Sauvignon |Cabernet Sauvignon|Oakville, Napa Valley, California, United States|309.99|Red Wine|0.0|0|2015|96.0|3|4
Raymond Reserve Selection Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|47.99|Red Wine|4.2|61|2019|91.66666666666667|3|3
Allegrini Amarone |Other Red Blends|Veneto, Italy|99.99|Red Wine|4.6|9|2018|93.0|3|2
Honig Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|60.99|Red Wine|4.4|31|2019|91.0|3|3
Chateau Fombrauge (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|33.99|Red Wine|0.0|0|2020|93.6|5|3
Produttori del Barbaresco Barbaresco Ovello Riserva (. Liter Magnum) |Nebbiolo|Barbaresco, Piedmont, Italy|149.99|Red Wine|0.0|0|2017|94.0|3|3
Snowden Brothers Vineyard Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|109.99|Red Wine|0.0|0|2019|92.33333333333333|3|3
Produttori del Barbaresco Barbaresco |Nebbiolo|Barbaresco, Piedmont, Italy|51.99|Red Wine|4.4|26|2018|92.25|4|3
Domaine de Chevalier (. Liter Magnum Futures Pre-Sale) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|139.99|Red Wine|0.0|0|2020|96.42857142857143|7|3
Bouchard Pere & Fils Clos Vougeot Grand Cru |Pinot Noir|Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France|349.99|Red Wine|0.0|0|2018|94.0|4|5
Titus Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|64.99|Red Wine|4.6|8|2019|92.0|3|3
San Felice Il Grigio Chianti Classico Gran Selezione |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|48.99|Red Wine|0.0|0|2018|93.25|4|4
Chateau Siran |Bordeaux Red Blends|Margaux, Bordeaux, France|34.99|Red Wine|3.9|24|2019|92.6|5|3
Crossbarn Sonoma Coast Pinot Noir |Pinot Noir|Sonoma Coast, Sonoma County, California, United States|37.99|Red Wine|3.8|71|2019|91.75|4|4
Chateau Carbonnieux (Futures Pre-Sale) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|34.99|Red Wine|0.0|0|2020|93.5|6|3
Chateau Sansonnet (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|34.99|Red Wine|0.0|0|2021|93.8|5|3
Chateau Haut-Bailly II |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|34.99|Red Wine|3.9|7|2019|92.6|5|3
Penfolds RWT Shiraz |Syrah/Shiraz|Barossa Valley, Barossa, South Australia, Australia|189.99|Red Wine|4.6|5|2018|96.25|4|4
Chateau Lynch-Bages (. Liter Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|269.99|Red Wine|0.0|0|2020|97.0|8|3
Guigal Chateau d'Ampuis Cote Rotie (. Liter Magnum) |Syrah/Shiraz|Cote Rotie, Rhone, France|269.99|Red Wine|0.0|0|2017|96.33333333333333|3|3
Chateau Poesia (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|32.99|Red Wine|0.0|0|2020|94.0|4|3
Chateau Giscours (Futures Pre-Sale) |Bordeaux Red Blends|Margaux, Bordeaux, France|54.99|Red Wine|0.0|0|2021|94.6|5|3
Chateau Berliquet (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|54.99|Red Wine|0.0|0|2020|94.25|4|3
Chateau d'Issan (Futures Pre-Sale) |Bordeaux Red Blends|Margaux, Bordeaux, France|54.99|Red Wine|0.0|0|2021|93.6|5|3
Chateau Pavie Decesse |Bordeaux Red Blends|St. Emilion, Bordeaux, France|149.99|Red Wine|0.0|0|2017|95.5|6|3
Uccelliera Brunello di Montalcino Riserva |Sangiovese|Montalcino, Tuscany, Italy|176.99|Red Wine|0.0|0|2016|96.5|4|3
Jaboulet Hermitage La Chapelle |Syrah/Shiraz|Hermitage, Rhone, France|209.99|Red Wine|3.4|5|2019|96.66666666666667|3|3
R. Lopez de Heredia Rioja Vina Tondonia Reserva |Tempranillo|Rioja, Spain|79.99|Red Wine|4.1|139|2006|92.75|4|2
Chateau d'Aiguilhe |Bordeaux Red Blends|Cotes de Castillon, Bordeaux, France|24.99|Red Wine|3.6|9|2019|91.6|5|3
Chateau Lilian Ladouys |Bordeaux Red Blends|St. Estephe, Bordeaux, France|22.99|Red Wine|3.8|54|2019|91.5|6|3
DuMOL Estate Pinot Noir |Pinot Noir|Russian River, Sonoma County, California, United States|109.99|Red Wine|0.0|0|2020|96.0|3|4
Clos des Papes Chateauneuf-du-Pape (. Liter Magnum) |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|279.99|Red Wine|0.0|0|2020|97.25|4|3
Charles Heidsieck Blanc des Millenaires Brut in Gift Box |Vintage Sparkling Wine|Champagne, France|279.99|Sparkling & Champagne|5.0|17|2007|95.5|4|2
Chateau Olivier Blanc (Futures Pre-Sale) |Bordeaux White Blends|Pessac-Leognan, Bordeaux, France|32.99|White Wine|0.0|0|2020|93.75|4|3
Chateau Chauvin (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|36.99|Red Wine|0.0|0|2021|92.33333333333333|3|3
Chateau Carbonnieux |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|36.99|Red Wine|0.0|0|2019|92.28571428571429|7|3
Domaine de Chevalier (. Liter Magnum) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|149.99|Red Wine|0.0|0|2019|96.25|4|3
Il Poggione Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|95.99|Red Wine|4.7|5|2017|93.0|6|3
Paolo Conterno Barolo Ginestra |Nebbiolo|Barolo, Piedmont, Italy|99.99|Red Wine|0.0|0|2018|93.5|4|3
Clos Du Val Yettalil |Bordeaux Red Blends|Napa Valley, California, United States|199.99|Red Wine|0.0|0|2019|92.4|5|3
Casanova di Neri Brunello di Montalcino Tenuta Nuova |Sangiovese|Montalcino, Tuscany, Italy|144.99|Red Wine|4.7|7|2017|94.0|4|3
Chateau Grand Mayne |Bordeaux Red Blends|St. Emilion, Bordeaux, France|42.99|Red Wine|0.0|0|2019|92.5|4|3
Corison Cabernet Sauvignon |Cabernet Sauvignon|St. Helena, Napa Valley, California, United States|119.99|Red Wine|0.0|0|2019|94.16666666666667|6|4
Mount Eden Vineyards Estate Cabernet Sauvignon |Cabernet Sauvignon|Santa Cruz Mountains, California, United States|109.99|Red Wine|0.0|0|2017|94.0|6|3
Chateau Les Gravieres (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|23.99|Red Wine|0.0|0|2020|93.5|4|3
Antinori Badia a Passignano Chianti Classico Gran Selezione |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|64.99|Red Wine|0.0|0|2019|93.5|4|4
Chateau Grand-Puy-Lacoste (. Liter Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|155.99|Red Wine|0.0|0|2020|95.5|6|3
Frank Family Vineyards Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|55.99|Red Wine|4.5|18|2019|91.33333333333333|3|3
Domaine de Montille Corton Clos du Roi Grand Cru |Pinot Noir|Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France|219.99|Red Wine|0.0|0|2017|92.5|4|5
Arnaud Mortet Mazoyeres-Chambertin Grand Cru |Pinot Noir|Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France|549.99|Red Wine|0.0|0|2018|93.66666666666667|3|5
Duckhorn Napa Valley Chardonnay |Chardonnay|Napa Valley, California, United States|38.99|White Wine|4.0|26|2021|91.0|3|3
Chateau Hosanna |Bordeaux Red Blends|Pomerol, Bordeaux, France|179.99|Red Wine|0.0|0|2019|96.0|7|3
Clos de l'Oratoire (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|38.99|Red Wine|0.0|0|2020|94.0|3|3
Chateau Lagrange (Futures Pre-Sale) |Bordeaux Red Blends|St-Julien, Bordeaux, France|59.99|Red Wine|0.0|0|2020|94.0|6|3
Wente Morning Fog Chardonnay |Chardonnay|Livermore Valley, Central Coast, California, United States|18.99|White Wine|3.8|84|2021|90.0|3|4
Miraval Rose |Rosé|Cotes de Provence, Provence, South of France, France|28.99|Pink and Rosé|4.0|90|2021|91.0|3|4
Chateau Montlandrie (Futures Pre-Sale) |Bordeaux Red Blends|Cotes de Castillon, Bordeaux, France|24.99|Red Wine|0.0|0|2020|93.33333333333333|3|3
Chateau Pontet-Canet (. Liter Magnum) |Bordeaux Red Blends|Pauillac, Bordeaux, France|299.99|Red Wine|0.0|0|2019|95.5|6|3
Chateau Haut-Brisson (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|24.99|Red Wine|0.0|0|2021|91.25|4|3
Felsina Fontalloro |Sangiovese|Tuscany, Italy|69.99|Red Wine|0.0|0|2019|94.25|4|2
Canvasback Red Mountain Cabernet Sauvignon |Cabernet Sauvignon|Red Mountain, Yakima Valley, Columbia Valley, Washington, United States|42.99|Red Wine|4.2|67|2018|91.4|5|5
Chateau Pichon-Longueville Baron Les Tourelles de Longueville (Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|39.99|Red Wine|0.0|0|2020|93.66666666666667|3|3
Chateau Franc Mayne |Bordeaux Red Blends|St. Emilion, Bordeaux, France|39.99|Red Wine|0.0|0|2019|93.0|4|3
Chateau Pavie |Bordeaux Red Blends|St. Emilion, Bordeaux, France|399.99|Red Wine|4.9|15|2015|97.83333333333333|6|3
Ramey Annum Cabernet Sauvignon ( Liter Bottle) |Cabernet Sauvignon|Napa Valley, California, United States|549.99|Red Wine|0.0|0|2012|93.4|5|3
Felsina Fontalloro (. Liter Magnum) |Sangiovese|Tuscany, Italy|139.99|Red Wine|0.0|0|2018|94.5|4|2
Chateau Canon |Bordeaux Red Blends|St. Emilion, Bordeaux, France|169.99|Red Wine|0.0|0|2019|97.16666666666667|6|3
Chateau Guiraud Sauternes |Other Dessert|Sauternes, Bordeaux, France|61.99|Green Wine|0.0|0|2019|94.25|4|3
Boroli Barolo |Nebbiolo|Barolo, Piedmont, Italy|54.99|Red Wine|0.0|0|2016|92.33333333333333|3|3
Chateau Guiraud Sauternes (ML half-bottle) |Other Dessert|Sauternes, Bordeaux, France|27.99|Green Wine|0.0|0|2019|94.25|4|3
Chateau Poujeaux (Futures Pre-Sale) |Bordeaux Red Blends|Moulis, Bordeaux, France|25.99|Red Wine|0.0|0|2021|91.5|4|3
Vietti Barolo Cerequio |Nebbiolo|Barolo, Piedmont, Italy|219.99|Red Wine|0.0|0|2018|95.2|5|3
Le Ragnaie Casanovina Montosoli Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|190.99|Red Wine|0.0|0|2017|94.0|3|3
Chateau Ausone Chapelle d'Ausone |Bordeaux Red Blends|St. Emilion, Bordeaux, France|169.99|Red Wine|0.0|0|2012|93.66666666666667|3|3
Flora Springs Trilogy |Bordeaux Red Blends|Napa Valley, California, United States|85.99|Red Wine|0.0|0|2019|92.66666666666667|3|3
Chateau Fleur La Mothe |Bordeaux Red Blends|Medoc, Bordeaux, France|16.99|Red Wine|3.8|17|2018|90.75|4|3
Castello di Volpaia Chianti Classico |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|27.99|Red Wine|0.0|0|2020|91.75|4|4
Olga Raffault Les Picasses |Cabernet Franc|Chinon, Touraine, Loire, France|34.99|Red Wine|3.6|15|2016|91.5|4|4
Duckhorn Napa Valley Cabernet Sauvignon (. Liter Magnum) |Cabernet Sauvignon|Napa Valley, California, United States|159.99|Red Wine|0.0|0|2018|92.6|5|3
Chateau Suduiraut Sauternes (ML Futures Pre-Sale) |Other Dessert|Sauternes, Bordeaux, France|34.99|Collectible|0.0|0|2020|95.83333333333333|6|3
Chateau Pichon Longueville Comtesse de Lalande (Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|174.99|Red Wine|0.0|0|2021|96.16666666666667|6|3
Casanova di Neri Brunello di Montalcino Cerretalto |Sangiovese|Montalcino, Tuscany, Italy|409.99|Red Wine|4.9|6|2016|98.5|4|3
Chateau Gloria (Futures Pre-Sale) |Bordeaux Red Blends|St-Julien, Bordeaux, France|41.99|Red Wine|0.0|0|2020|93.6|5|3
Chateau Ferriere (Futures Pre-Sale) |Bordeaux Red Blends|Margaux, Bordeaux, France|41.99|Red Wine|0.0|0|2021|92.75|4|3
Chateau Fonplegade (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|41.99|Red Wine|0.0|0|2020|94.8|5|3
Chateau Ducru-Beaucaillou |Bordeaux Red Blends|St-Julien, Bordeaux, France|384.99|Red Wine|4.5|18|2009|97.33333333333333|6|3
Chateau LaTour-Martillac |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|54.99|Red Wine|4.2|6|2014|91.25|4|3
Domaine de Chevalier (Futures Pre-Sale) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|64.99|Red Wine|0.0|0|2021|95.2|5|3
Chateau La Gaffeliere (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|64.99|Red Wine|0.0|0|2021|94.75|4|3
King Estate Willamette Valley Chardonnay |Chardonnay|Willamette Valley, Oregon, United States|25.99|White Wine|4.5|11|2019|90.33333333333333|3|3
Lincourt Rancho Santa Rosa Pinot Noir |Pinot Noir|Sta. Rita Hills, Santa Barbara, Central Coast, California, United States|40.99|Red Wine|4.0|31|2018|90.66666666666667|3|5
R. Lopez de Heredia Rioja Vina Tondonia Reserva |Tempranillo|Rioja, Spain|92.99|Red Wine|4.5|27|2004|91.5|4|2
Oyster Bay Merlot |Merlot|Hawkes Bay, New Zealand|16.99|Red Wine|3.8|6|2020|90.33333333333333|3|2
Chateau Cos d'Estournel |Bordeaux Red Blends|St. Estephe, Bordeaux, France|179.99|Red Wine|3.8|6|2019|97.33333333333333|6|3
Chateau Langoa Barton (Futures Pre-Sale) |Bordeaux Red Blends|St-Julien, Bordeaux, France|49.99|Red Wine|0.0|0|2021|93.2|5|3
Chateau Lafon-Rochet (Futures Pre-Sale) |Bordeaux Red Blends|St. Estephe, Bordeaux, France|42.99|Red Wine|0.0|0|2020|93.8|5|3
Chateau du Tertre |Bordeaux Red Blends|Margaux, Bordeaux, France|48.99|Red Wine|0.0|0|2019|92.5|4|3
Marchesi di Gresy Barbaresco Martinenga |Nebbiolo|Barbaresco, Piedmont, Italy|66.99|Red Wine|0.0|0|2018|92.66666666666667|3|3
Joseph Phelps Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|87.99|Red Wine|4.6|67|2019|92.85714285714286|7|3
Limerick Lane Russian River Zinfandel |Zinfandel|Russian River, Sonoma County, California, United States|44.99|Red Wine|3.9|9|2020|91.33333333333333|3|4
Chateau Montrose |Bordeaux Red Blends|St. Estephe, Bordeaux, France|399.99|Red Wine|4.6|11|2009|97.8|5|3
Louis Martini Napa Valley Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|49.99|Red Wine|0.0|0|2019|92.33333333333333|3|3
Chateau Beau-Sejour Becot (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|67.99|Red Wine|0.0|0|2020|95.75|4|3
San Filippo Brunello di Montalcino Le Lucere |Sangiovese|Montalcino, Tuscany, Italy|139.99|Red Wine|0.0|0|2017|94.66666666666667|3|3
G.D. Vajra Barolo Ravera |Nebbiolo|Barolo, Piedmont, Italy|89.99|Red Wine|0.0|0|2018|93.5|6|3
Chateau Montlandrie |Bordeaux Red Blends|Cotes de Castillon, Bordeaux, France|29.99|Red Wine|3.9|12|2019|93.75|4|3
Chateau Fontenil |Bordeaux Red Blends|Fronsac, Bordeaux, France|34.99|Red Wine|3.7|13|2019|91.66666666666667|3|3
Chateau Canon (. Liter Magnum) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|339.99|Red Wine|0.0|0|2019|97.0|4|3
Clos Du Val Napa Valley Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|55.99|Red Wine|4.1|20|2019|92.0|4|3
Chateau Grand-Puy-Lacoste (Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|68.99|Red Wine|0.0|0|2021|95.0|4|3
Chateau Branaire-Ducru (Futures Pre-Sale) |Bordeaux Red Blends|St-Julien, Bordeaux, France|44.99|Red Wine|0.0|0|2021|94.0|5|3
Chateau Lynch-Moussas |Bordeaux Red Blends|Pauillac, Bordeaux, France|44.99|Red Wine|0.0|0|2018|92.0|6|3
Chateau de Nalys Chateauneuf-du-Pape Grand Vin |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|109.99|Red Wine|2.6|5|2017|93.2|5|3
Chateau Cos d'Estournel (Futures Pre-Sale) |Bordeaux Red Blends|St. Estephe, Bordeaux, France|189.99|Red Wine|0.0|0|2021|95.4|5|3
Guigal Chateau d'Ampuis Cote Rotie |Syrah/Shiraz|Cote Rotie, Rhone, France|189.99|Red Wine|0.0|0|2018|96.0|4|3
Chateau Suduiraut Sauternes (Futures Pre-Sale) |Other Dessert|Sauternes, Bordeaux, France|64.99|Collectible|0.0|0|2020|95.83333333333333|6|3
Flowers Sonoma Coast Pinot Noir (. Liter Magnum) |Pinot Noir|Sonoma Coast, Sonoma County, California, United States|95.99|Red Wine|0.0|0|2019|92.0|3|4
Chateau Phelan Segur (Futures Pre-Sale) |Bordeaux Red Blends|St. Estephe, Bordeaux, France|47.99|Red Wine|0.0|0|2020|94.33333333333333|6|3
Domaine de Chevalier (Futures Pre-Sale) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|69.99|Red Wine|0.0|0|2020|96.33333333333333|6|3
DuMOL Wester Reach Chardonnay |Chardonnay|Russian River, Sonoma County, California, United States|64.99|White Wine|0.0|0|2020|93.75|4|4
Chappellet Signature Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|90.99|Red Wine|4.6|20|2019|93.8|5|3
Chateau Meyney (Futures Pre-Sale) |Bordeaux Red Blends|St. Estephe, Bordeaux, France|28.99|Red Wine|0.0|0|2021|92.0|4|3
Clos du Caillou Cotes du Rhone Les Quartz |Rhone Red Blends|Cotes du Rhone, Rhone, France|37.99|Red Wine|0.0|0|2020|91.66666666666667|3|3
Dom Perignon Vintage |Vintage Sparkling Wine|Champagne, France|289.99|Sparkling & Champagne|0.0|0|2013|96.33333333333333|3|2
Clos Apalta |Bordeaux Red Blends|Colchagua Valley, Rapel Valley, Chile|119.99|Red Wine|4.2|19|2011|93.66666666666667|6|3
Familia Torres Mas La Plana Cabernet Sauvignon |Cabernet Sauvignon|Penedes, Spain|99.99|Red Wine|0.0|0|2017|95.0|3|2
Patrimony Cabernet Sauvignon |Cabernet Sauvignon|Adelaida District, Paso Robles, Central Coast, California, United States|329.99|Red Wine|0.0|0|2019|97.75|4|5
Diamond Creek Red Rock Terrace Cabernet Sauvignon |Cabernet Sauvignon|Diamond Mountain District, Napa Valley, California, United States|299.99|Red Wine|0.0|0|2019|95.6|5|4
Chateau Dauzac |Bordeaux Red Blends|Margaux, Bordeaux, France|46.99|Red Wine|3.8|15|2019|93.4|5|3
Castello di Volpaia Chianti Classico Riserva |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|47.99|Red Wine|3.9|5|2019|93.2|5|4
Pedestal Merlot |Merlot|Columbia Valley, Washington, United States|64.99|Red Wine|0.0|0|2018|95.0|4|3
M. Chapoutier Hermitage Monier de la Sizeranne |Syrah/Shiraz|Hermitage, Rhone, France|159.99|Red Wine|5.0|22|2016|94.0|3|3
Laurent-Perrier Alexandra Rose with Wooden Gift Box |Sparkling Rosé|Champagne, France|349.99|Sparkling & Champagne|4.3|16|2004|94.16666666666667|6|2
Tour Saint Christophe (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|29.99|Red Wine|0.0|0|2021|92.6|5|3
Chateau Pichon Longueville Comtesse de Lalande (Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|199.99|Red Wine|0.0|0|2020|97.57142857142857|7|3
Dom Perignon Vintage with Gift Box |Vintage Sparkling Wine|Champagne, France|299.99|Sparkling & Champagne|0.0|0|2013|96.33333333333333|3|2
Domaine La Barroche Chateauneuf-du-Pape Julien Barrot |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|66.99|Red Wine|0.0|0|2020|93.33333333333333|3|3
